13
11 20
414 238 72
415 1470 51
416 441 57
417 168 84
418 686 81
419 665 33
420 1519 36
421 1694 18
422 455 39
423 196 66
424 882 66
425 574 57
426 1344 6
427 336 24
428 1792 15
429 1141 15
430 1330 45
431 1743 24
432 1379 39
433 938 75
434 63 45
435 1316 33
436 77 78
437 1 18
438 1 75
439 455 57
440 630 21
441 560 72
442 1225 15
443 245 6
444 1666 3
445 371 57
446 693 36
447 735 51
448 560 30
449 14 57
450 1120 24
451 189 24
452 378 3
453 462 33
454 350 63
455 1225 57
456 462 30
457 49 51
458 616 36
459 210 21
460 1190 15
461 1302 21
462 1442 51
463 168 33
464 917 33
465 1540 42
466 1484 39
467 560 27
468 812 18
469 1568 3
470 1491 6
471 1281 72
472 721 60
473 1764 9
474 301 42
475 693 66
476 840 75
477 1204 42
478 217 30
479 1113 12
480 1743 3
481 441 24
482 1281 12
483 1547 54
484 21 33
485 1750 12
486 1603 12
487 1785 12
488 1113 45
489 770 75
490 707 6
491 1295 12
492 693 36
493 679 18
494 392 3
495 1764 9
496 749 81
497 532 75
498 441 75
499 588 12
500 1799 27
501 392 6
502 1365 78
503 749 3
504 1806 21
505 1477 21
506 910 81
507 371 36
508 497 33
509 301 63
510 1561 66
511 798 81
512 1575 21
513 882 75
514 1561 63
515 945 69
516 1610 66
517 644 78
518 35 6
519 616 15
520 1589 42
521 1701 9
522 1183 15
523 630 36
524 588 24
525 364 66
526 1659 30
527 1561 42
528 1617 33
529 1512 60
530 840 21
531 161 6
532 49 24
533 938 15
534 1001 18
535 1330 78
536 98 21
537 210 18
538 1274 75
539 868 30
540 1603 3
541 1281 45
542 1575 42
543 1197 33
544 1141 6
545 154 48
546 1351 33
547 518 15
548 385 60
549 875 6
550 560 54
551 1134 3
552 273 30
553 595 36
554 539 9
555 28 72
556 938 57
557 182 9
558 560 69
559 1498 66
560 1652 9
561 154 39
562 1575 30
563 1274 45
564 637 66
565 791 81
566 1379 69
567 28 72
568 378 57
569 1512 6
570 1218 72
571 854 57
572 91 75
573 1260 36
574 581 66
575 1106 30
576 672 81
577 525 24
578 1645 9
579 1162 21
580 1330 51
581 1785 6
582 1645 9
583 637 69
584 609 51
585 119 27
586 525 27
587 952 72
588 1624 3
589 861 81
590 1799 33
591 1267 24
592 805 42
593 1064 63
594 301 30
595 889 81
596 959 63
597 1799 27
598 1232 18
599 1190 12
600 112 27
601 1617 15
602 1393 6
603 910 12
604 1617 7
605 1022 66
606 742 27
607 728 30
608 434 15
609 238 24
610 392 54
611 1309 24
612 1344 75
613 616 6
614 1498 84
615 1722 6
616 161 72
617 21 78
618 1512 6
619 1225 15
620 1694 36
621 210 57
622 308 84
623 189 6
624 1246 51
625 1554 9
626 1757 45
627 182 66
628 35 12
629 126 51
630 749 27
631 784 75
632 1029 33
633 1239 60
634 420 40
635 329 36
636 455 42
637 133 78
638 938 24
639 280 57
640 490 12
641 336 51
642 1036 66
643 1470 57
644 1757 3
645 1589 69
646 1204 6
647 1519 72
648 378 66
649 133 24
650 371 42
651 652 63
652 623 84
653 952 48
654 959 21
655 168 78
656 1722 60
657 1372 24
658 567 63
659 560 81
660 1316 84
661 266 81
662 273 57
663 322 78
664 1386 9
665 238 15
666 371 21
667 679 15
668 49 57
669 1806 42
670 63 60
671 973 33
672 1274 57
673 1463 3
674 1120 72
675 1519 57
676 476 18
677 1344 9
678 630 72
679 1400 48
680 1421 42
681 1211 24
682 1512 21
683 875 63
684 105 69
685 1519 21
686 1330 69
687 1316 51
688 343 15
689 1652 63
690 868 12
691 798 51
692 1610 6
693 595 27
694 378 27
695 1036 6
696 483 72
697 1183 60
698 1666 15
699 651 81
700 1379 48
701 1330 84
702 1708 15
703 378 78
704 1624 57
705 840 24
706 1659 48
707 525 6
708 1477 6
709 616 48
710 1463 30
711 490 72
712 266 18
713 658 9
714 1204 48
715 1750 3
716 21 15
717 1582 9
718 427 6
719 105 42
720 301 54
721 126 72
722 315 72
723 259 21
724 1316 27
725 1134 18
726 1239 63
727 1386 6
728 1050 54
729 1505 78
730 105 57
731 1211 42
732 1568 36
733 1120 60
734 1064 6
735 959 18
736 1589 57
737 1757 54
738 1421 48
739 574 66
740 623 3
741 952 84
742 518 84
743 1603 3
744 560 81
745 266 57
746 1428 6
747 665 18
748 1659 6
749 175 30
750 490 21
751 1505 81
752 1365 60
753 784 33
754 231 84
755 1757 12
756 1498 57
757 1701 78
758 567 39
759 609 60
760 1379 63
761 693 48
762 1183 21
763 42 3
764 609 42
765 1540 6
766 1533 27
767 672 6
768 1232 69
769 1386 45
770 1806 39
771 567 27
772 665 18
773 441 75
774 1498 60
775 1652 63
776 1491 39
777 1043 57
778 1099 42
779 1295 69
780 427 84
781 238 84
782 1344 18
783 133 15
784 1631 24
785 735 75
786 266 54
787 399 78
788 1568 84
789 1694 3
790 1785 57
791 1610 15
792 1554 51
793 868 72
794 1512 6
795 1764 78
796 98 60
797 343 30
798 1379 45
799 728 24
800 1806 69
801 1022 27
802 357 57
803 1771 9
804 952 39
805 1421 15
806 812 3
807 1792 15
808 1442 84
809 742 36
810 973 60
811 1631 57
812 665 57
813 203 57
814 1743 15
815 168 21
816 651 12
817 1134 66
818 735 75
819 658 39
820 714 27
821 546 36
822 1617 69
823 1393 57
824 875 57
825 1736 15
826 700 60
827 791 15
828 1806 33
829 728 33
830 1337 3
831 959 18
832 126 6
833 1106 36
834 1526 6
835 35 63
836 1372 66
837 1190 27
838 168 18
839 1582 39
840 203 33
841 805 12
842 973 72
843 1309 21
844 210 48
845 126 63
846 1127 63
847 1302 60
848 1211 6
849 1323 75
850 903 84
851 238 63
852 203 39
853 707 6
854 217 45
855 1 84
856 245 78
857 539 39
858 1442 12
859 1141 57
860 1680 51
861 1239 57
862 707 78
863 1351 9
864 1701 66
865 1274 42
866 861 6
867 1316 12
868 651 66
869 1078 9
870 637 18
871 1575 45
872 819 6
873 1218 81
874 1036 42
875 1589 18
876 1575 57
877 1323 66
878 1736 21
879 1218 57
880 434 81
881 1015 48
882 49 60
883 581 57
884 469 12
885 1778 75
886 777 78
887 1575 18
888 1393 39
889 1428 36
890 315 84
891 1099 84
892 1106 48
893 847 18
894 630 54
895 294 39
896 728 60
897 742 30
898 1372 15
899 1820 21
900 1344 84
901 1001 24
902 441 30
903 728 12
904 651 72
905 1743 36
906 294 48
907 1267 9
908 1589 21
909 798 66
910 1736 45
911 812 24
912 672 18
913 588 45
914 686 36
915 427 6
916 1722 48
917 945 33
918 1260 15
919 1498 9
920 966 15
921 1043 21
922 1001 54
923 210 69
924 1680 45
925 308 42
926 1176 57
927 441 81
928 1680 33
929 1813 3
930 1 12
931 28 78
932 735 42
933 1687 48
934 1470 81
935 413 42
936 294 66
937 1379 78
938 896 72
939 399 60
940 119 36
941 252 81
942 553 36
943 413 9
944 490 15
945 980 21
946 1106 18
947 161 42
948 1561 48
949 238 45
950 581 45
951 1652 75
952 91 9
953 1519 33
954 917 21
955 1015 39
956 126 45
957 826 39
958 1491 54
959 952 48
960 581 66
961 1470 51
962 1008 54
963 490 60
964 371 81
965 1 48
966 1561 15
967 1799 45
968 378 60
969 1547 42
970 1589 18
971 1820 54
972 1302 39
973 1568 6
974 826 81
975 1757 84
976 1232 78
977 1533 27
978 770 81
979 1813 48
980 1421 18
981 1722 66
982 959 24
983 1456 36
984 1281 36
985 504 78
986 693 33
987 224 12
988 875 42
989 1141 63
990 1260 57
991 441 9
992 1134 66
993 980 30
994 301 12
995 1638 6
996 371 63
997 1358 78
998 175 6
999 1785 45
1000 896 72
1001 189 78
1002 266 42
1003 924 39
1004 966 30
1005 364 75
1006 322 30
1007 1687 45
1008 1631 84
1009 1169 27
1010 1575 15
1011 1274 33
1012 343 6
1013 1344 75
1014 105 45
1015 1016 24
1016 1218 3
1017 1141 30
1018 777 15
1019 1001 6
1020 266 15
1021 1421 51
1022 1624 60
1023 952 6
1024 1120 6
1025 1603 3
1026 315 27
1027 329 27
1028 672 15
1029 1806 45
1030 1232 12
1031 1155 21
1032 819 33
1033 1176 72
1034 1323 66
1035 161 63
1036 1806 24
1037 1169 45
1038 1512 21
1039 931 60
1040 434 66
1041 455 63
1042 987 24
1043 1393 27
1044 1757 9
1045 763 54
1046 1442 60
1047 756 39
1048 777 3
1049 287 78
1050 1218 24
1051 1043 81
1052 1722 18
1053 21 84
1054 1043 84
1055 1029 12
1056 35 9
1057 1750 60
1058 224 39
1059 91 78
1060 574 69
1061 245 63
1062 924 42
1063 1281 48
1064 574 81
1065 1442 9
1066 35 45
1067 980 27
1068 35 48
1069 805 12
1070 1344 69
1071 1211 3
1072 1232 12
1073 931 3
1074 1337 12
1075 511 6
1076 42 42
1077 588 60
1078 1477 48
1079 1337 6
1080 1715 39
1081 1470 78
1082 1624 45
1083 1085 39
1084 1750 3
1085 1365 54
1086 1498 78
1087 1729 36
1088 105 18
1089 1477 57
1090 1022 60
1091 1603 12
1092 833 69
1093 1064 48
1094 525 18
1095 1505 54
1096 1344 6
1097 1589 63
1098 1806 66
1099 1603 39
1100 1449 21
1101 959 27
1102 1064 69
1103 609 69
1104 1736 51
1105 329 21
1106 665 36
1107 637 51
1108 1078 75
1109 1659 48
1110 581 6
1111 14 3
1112 868 21
1113 126 63
1114 1253 75
1115 49 18
1116 1127 60
1117 756 60
1118 441 81
1119 203 42
1120 420 72
1121 1239 6
1122 1092 21
1123 294 36
1124 749 69
1125 112 54
1126 1540 63
1127 553 45
1128 1344 24
1129 1820 36
1130 1309 42
1131 427 18
1132 1204 21
1133 1701 3
1134 266 54
1135 441 69
1136 1281 42
1137 406 45
1138 294 15
1139 952 60
1140 448 36
1141 140 42
1142 1344 78
1143 1673 15
1144 784 66
1145 819 54
1146 119 21
1147 1533 72
1148 280 45
1149 1414 63
1150 406 78
1151 126 72
1152 175 60
1153 1666 48
1154 1617 81
1155 903 9
1156 1246 9
1157 959 39
1158 581 30
1159 1253 27
1160 1155 84
1161 308 6
1162 1113 33
1163 119 81
1164 21 39
1165 273 45
1166 987 57
1167 1239 69
1168 658 18
1169 889 39
1170 91 60
1171 413 36
1172 1820 69
1173 308 30
1174 1708 24
1175 518 9
1176 945 39
1177 1799 75
1178 77 6
1179 154 78
1180 154 30
1181 1071 15
1182 525 63
1183 861 75
1184 455 72
1185 378 57
1186 357 15
1187 63 51
1188 1673 21
1189 896 84
1190 931 75
1191 1491 48
1192 1589 6
1193 1078 18
1194 1757 30
1195 903 33
1196 1617 21
1197 588 39
1198 1428 51
1199 1267 63
1200 1197 54
1201 1757 54
1202 154 81
1203 413 24
1204 1568 84
1205 756 36
1206 609 60
1207 427 3
1208 847 84
1209 1351 6
1210 588 51
1211 546 3
1212 119 45
1213 280 60
1214 1099 30
1215 1421 57
1216 1708 6
1217 1085 9
1218 1764 33
1219 301 30
1220 91 54
1221 658 51
1222 861 6
1223 847 72
1224 630 69
1225 1512 21
1226 1771 84
1227 805 18
1228 1785 18
1229 490 81
1230 595 51
1231 434 3
1232 441 36
1233 1701 81
1234 1792 6
1235 1351 36
1236 525 78
1237 1722 24
1238 651 15
1239 1491 69
1240 1197 66
1241 1190 6
1242 238 39
1243 378 12
1244 1190 24
1245 63 36
1246 1428 6
1247 399 27
1248 329 81
1249 154 12
1250 952 60
1251 868 30
1252 707 39
1253 1141 30
1254 1008 39
1255 70 51
1256 1302 72
1257 1379 6
1258 658 57
1259 1064 66
1260 224 3
1261 840 66
1262 490 30
1263 1687 66
1264 756 48
1265 1687 48
1266 413 15
1267 966 75
1268 1365 48
1269 763 33
1270 1806 78
1271 1316 42
1272 889 42
1273 1813 63
1274 1302 81
1275 1806 27
1276 1680 57
1277 350 60
1278 609 27
1279 1015 63
1280 35 39
1281 693 69
1282 1365 18
1283 1673 60
1284 595 21
1285 1085 48
1286 462 81
1287 952 45
1288 1183 15
1289 896 45
1290 1638 60
1291 1505 6
1292 1673 72
1293 707 81
1294 959 21
1295 875 39
1296 672 54
1297 1463 15
1298 1799 45
1299 882 21
1300 231 60
1301 1365 63
1302 763 45
1303 763 3
1304 1015 60
1305 1687 45
1306 175 24
1307 1155 66
1308 994 69
1309 938 33
1310 1190 36
1311 1694 15
1312 252 21
1313 1715 78
1314 546 84
1315 1750 12
1316 693 45
1317 567 30
1318 462 48
1319 1813 84
1320 672 30
1321 651 42
1322 1162 33
1323 721 51
1324 301 48
1325 784 21
1326 1792 75
1327 1764 3
1328 147 78
1329 553 33
1330 350 75
1331 1050 42
1332 1239 42
1333 483 84
1334 357 51
1335 294 39
1336 1288 63
1337 903 75
1338 336 63
1339 532 42
1340 91 3
1341 553 45
1342 1666 21
1343 1400 75
1344 1666 3
1345 1449 7
1346 1120 15
1347 168 24
1348 938 42
1349 973 81
1350 70 27
1351 189 27
1352 378 81
1353 1246 60
1354 1414 9
1355 609 66
1356 1687 27
1357 91 9
1358 168 51
1359 392 15
1360 742 39
1361 1134 57
1362 1029 42
1363 1267 36
1364 1351 33
1365 1218 33
1366 112 84
1367 581 57
1368 588 21
1369 1197 9
1370 826 72
1371 301 69
1372 777 18
1373 1806 75
1374 112 72
1375 336 15
1376 434 84
1377 1358 63
1378 245 57
1379 1512 42
1380 1015 66
1381 1372 30
1382 987 54
1383 700 27
1384 1736 30
1385 1057 21
1386 721 6
1387 1778 33
1388 1421 60
1389 140 69
1390 1764 69
1391 1127 60
1392 1190 66
1393 518 60
1394 1071 66
1395 476 6
1396 1197 66
1397 910 39
1398 1 18
1399 1078 15
1400 1246 60
1401 14 27
1402 1659 81
1403 189 69
1404 189 84
1405 1428 66
1406 1540 18
1407 763 67
1408 1281 30
1409 658 36
1410 1148 81
1411 140 21
1412 1295 57
1413 70 9
1414 1022 51
1415 1050 12
1416 1673 15
1417 1694 21
1418 1218 84
1419 812 18
1420 609 33
1421 1610 72
1422 1141 84
1423 826 12
1424 238 60
1425 665 75
1426 1596 12
1427 1526 33
1428 1008 24
1429 616 72
1430 1617 24
1431 819 18
1432 1134 72
1433 1302 12
1434 1253 15
1435 1330 60
1436 1554 12
1437 1211 66
1438 1764 27
1439 21 66
1440 630 27
1441 427 78
1442 1372 36
1443 805 72
1444 861 60
1445 1232 81
1446 1057 63
1447 1603 75
1448 1218 72
1449 308 27
1450 224 78
1451 1400 69
1452 1547 75
1453 1323 69
1454 1141 69
1455 1645 57
1456 1260 3
1457 112 15
1458 245 27
1459 1148 66
1460 812 78
1461 539 36
1462 1470 54
1463 462 42
1464 1358 6
1465 1113 48
1466 1281 18
1467 1022 24
1468 371 66
1469 98 69
1470 917 75
1471 1596 18
1472 126 42
1473 1106 54
1474 1113 3
1475 1785 54
1476 252 75
1477 546 75
1478 154 63
1479 1722 30
1480 182 18
1481 1155 57
1482 1533 21
1483 1351 51
1484 462 21
1485 945 69
1486 553 75
1487 1232 33
1488 357 6
1489 1638 42
1490 567 12
1491 917 57
1492 1659 51
1493 917 66
1494 1540 27
1495 1708 27
1496 1015 75
1497 1736 27
1498 952 6
1499 14 75
1500 469 15
1501 700 81
1502 126 9
1503 1820 39
1504 448 51
1505 504 18
1506 560 18
1507 1533 6
1508 1029 18
1509 518 78
1510 588 27
1511 329 48
1512 1372 18
1513 784 69
1514 1211 18
1515 1491 30
1516 1694 42
1517 182 72
1518 1617 21
1519 1120 75
1520 735 66
1521 1519 9
1522 1407 51
1523 833 51
1524 91 27
1525 1568 30
1526 1582 60
1527 119 45
1528 609 75
1529 665 15
1530 931 27
1531 1470 66
1532 1820 63
1533 1358 27
1534 917 75
1535 693 15
1536 406 39
1537 1708 78
1538 896 48
1539 105 21
1540 245 54
1541 105 15
1542 798 42
1543 1260 57
1544 539 21
1545 805 54
1546 217 42
1547 448 72
1548 28 69
1549 1302 51
1550 287 36
1551 14 81
1552 707 51
1553 1526 18
1554 252 3
1555 693 60
1556 1652 54
1557 1673 30
1558 1386 81
1559 644 27
1560 1449 30
1561 406 78
1562 427 15
1563 658 84
1564 560 21
1565 427 33
1566 378 24
1567 1085 24
1568 77 6
1569 315 81
1570 119 78
1571 861 3
1572 686 72
1573 609 36
1574 868 30
1575 574 45
1576 343 78
1577 1015 75
1578 917 15
1579 1477 42
1580 1029 57
1581 1344 24
1582 1666 15
1583 1442 39
1584 427 45
1585 1204 33
1586 805 30
1587 231 60
1588 266 78
1589 665 3
1590 1477 24
1591 1701 9
1592 1204 24
1593 1071 48
1594 490 9
1595 1561 42
1596 1106 84
1597 504 60
1598 420 6
1599 546 48
1600 98 15
1601 203 12
1602 833 39
1603 1428 30
1604 1064 3
1605 1134 21
1606 224 45
1607 1722 18
1608 959 51
1609 1603 45
1610 14 57
1611 560 84
1612 924 66
1613 168 60
1614 672 60
1615 1274 81
1616 1477 30
1617 1722 9
1618 1155 69
1619 1505 27
1620 1813 69
1621 994 42
1622 420 69
1623 525 81
1624 798 78
1625 721 69
1626 161 39
1627 672 54
1628 413 30
1629 1554 42
1630 777 42
1631 1127 69
1632 1337 24
1633 1008 57
1634 987 81
1635 476 84
1636 1064 75
1637 602 24
1638 1596 60
1639 1582 60
1640 168 18
1641 1141 9
1642 665 30
1643 784 81
1644 784 69
1645 1498 72
1646 1589 66
1647 826 30
1648 1148 12
1649 1785 6
1650 364 30
1651 1197 51
1652 70 24
1653 434 66
1654 14 12
1655 1617 78
1656 735 66
1657 1463 33
1658 1498 30
1659 1757 24
1660 1673 27
1661 1512 36
1662 546 48
1663 1001 42
1664 203 30
1665 770 54
1666 1190 6
1667 322 75
1668 455 36
1669 1337 21
1670 1764 51
1671 119 81
1672 595 48
1673 637 3
1674 1211 45
1675 728 81
1676 1715 21
1677 532 60
1678 371 39
1679 798 45
1680 14 84
1681 1141 6
1682 343 15
1683 546 48
1684 294 18
1685 1652 12
1686 602 66
1687 574 27
1688 497 45
1689 371 24
1690 875 30
1691 490 75
1692 805 60
1693 1568 54
1694 14 69
1695 973 45
1696 784 18
1697 1526 6
1698 616 24
1699 21 72
1700 1351 36
1701 49 75
1702 1029 9
1703 1351 18
1704 1225 81
1705 1498 18
1706 1778 42
1707 882 63
1708 532 78
1709 1617 15
1710 1687 57
1711 511 60
1712 1281 36
1713 1141 24
1714 1190 30
1715 1330 81
1716 518 48
1717 1414 9
1718 931 54
1719 98 6
1720 1407 45
1721 973 12
1722 1792 6
1723 63 33
1724 1267 21
1725 1701 6
1726 1764 48
1727 1666 69
1728 308 51
1729 714 81
1730 259 33
1731 1288 81
1732 252 6
1733 1491 66
1734 861 57
1735 553 15
1736 259 30
1737 693 30
1738 875 63
1739 210 84
1740 770 48
1741 336 84
1742 1106 48
1743 1484 18
1744 1820 75
1745 1344 33
1746 126 81
1747 511 57
1748 350 6
1749 1568 54
1750 1393 42
1751 448 42
1752 518 54
1753 532 72
1754 21 12
1755 1799 81
1756 756 69
1757 238 60
1758 1 75
1759 448 78
1760 434 36
1761 1407 30
1762 1722 69
1763 749 57
1764 714 6
1765 714 66
1766 1512 21
1767 735 6
1768 504 69
1769 231 66
1770 1491 30
1771 1197 18
1772 280 42
1773 1421 24
1774 434 63
1775 777 36
1776 581 15
1777 259 6
1778 518 6
1779 490 57
1780 7 12
1781 105 66
1782 1309 85
1783 1463 24
1784 161 75
1785 343 9
1786 1274 27
1787 378 54
1788 1505 51
1789 1414 21
1790 1561 30
1791 994 45
1792 1008 6
1793 1211 48
1794 1358 21
1795 721 33
1796 630 27
1797 693 33
1798 630 33
1799 1645 57
1800 546 24
1801 1120 30
1802 1316 12
1803 1246 6
1804 742 6
1805 504 9
1806 315 66
1807 728 48
1808 350 72
1809 259 63
1810 1008 3
1811 224 39
1812 133 9
1813 77 78
1814 448 3
1815 784 51
1816 252 27
1817 721 12
1818 1757 15
1819 371 57
1820 826 66
1821 938 84
1822 434 30
1823 840 57
1824 1288 78
1825 385 60
1826 364 12
1650 1176 9
198 924 44
1527 1568 78
321 1197 15
135 875 72
687 1589 35
1566 749 45
414 1785 31
1269 1750 76
1044 672 40
318 378 4
324 1764 69
492 1414 31
1137 77 19
1494 14 79
672 259 41
1257 1302 22
309 1624 34
156 1379 71
888 1505 46
837 763 6
399 1512 54
1 1519 2
810 168 70
609 1463 64
378 833 2
1635 1470 47
1386 1589 19
1080 385 12
903 1022 68
222 168 66
462 56 70
1560 1155 9
1731 987 17
657 126 77
117 105 36
1266 1197 74
321 1547 16
129 1211 28
1563 994 43
933 868 36
1221 21 4
1320 1778 47
153 294 78
408 651 3
945 1806 26
1449 917 29
138 1792 18
606 504 82
666 917 55
360 847 52
1170 168 55
360 1554 28
1371 1071 56
1614 742 61
573 952 29
642 686 9
804 287 31
1095 1603 9
1386 1463 66
1374 1372 56
1677 217 28
1620 602 46
1446 1141 72
1146 945 41
645 1540 69
810 1491 53
279 1358 20
462 280 81
711 490 52
135 1274 43
87 1106 76
681 861 81
1146 1477 14
279 574 33
1431 1316 53
1785 546 3
885 1 60
267 217 64
873 770 17
1407 448 55
138 1736 61
750 798 30
909 511 9
1233 1540 70
1056 763 47
675 252 82
822 441 35
1335 1806 66
1098 1617 7
12 413 44
1524 1218 57
423 1351 47
621 1351 82
1626 1141 8
66 1134 68
906 1624 72
807 1337 80
591 581 6
705 994 73
351 1519 17
1221 1274 5
480 336 65
1731 392 62
147 49 14
1314 1351 12
138 1246 30
1752 1078 72
1077 602 80
297 1211 82
720 1631 59
87 14 33
165 294 27
510 1477 54
243 749 17
1512 336 50
1374 1442 63
1587 1141 65
1389 1134 17
1536 1001 2
297 1449 64
345 1400 61
1398 1127 24
702 224 69
1545 385 10
324 1379 7
1788 637 46
516 616 73
1236 1652 56
1155 889 78
1098 1729 1
1128 308 75
534 126 38
846 784 72
1251 84 44
87 1631 23
1311 861 38
270 742 48
1281 1680 56
1239 273 12
642 840 1
450 707 71
288 1022 44
1164 938 79
1551 182 15
1041 1722 54
1737 1148 73
21 637 38
1818 1540 2
72 1694 73
786 630 80
264 1183 7
1431 854 6
393 399 71
666 1533 78
1695 1771 31
81 952 4
603 420 46
1383 112 78
702 245 66
1371 1078 4
546 231 44
444 1064 52
1821 1078 43
18 868 24
864 917 56
1428 483 9
405 350 5
1821 1617 77
1383 1519 22
1503 1631 47
1515 1323 42
621 280 79
1773 1680 36
870 77 10
1158 1575 52
423 91 15
141 1197 70
48 875 25
